joe_issue_ID,jp_id,jp_section,jp_institution,jp_division,jp_department,jp_keywords,jp_title,jp_full_text,jp_salary_range,jp_agency_insertion_num,jp_new,locations,JEL_Classifications,Application_deadline,Date_Active
2021-02,111468276,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Duke University,Trinty College of Arts and Science,Economics,,"Assistant, Associate or Full Professor - Regular Rank - Non-Tenure Track","The Economics Department at Duke University, in Durham, North Carolina Regular Rank, Non-Tenure Track at the Assistant Professor, Associate and Full Professor

The Economics Department at Duke University, in Durham, North Carolina, seeks applicants for regular rank, non-tenure track position at the assistant, associate and full professor level and is searching to fill needs in all areas. The position’s start date is July 1, 2022. The position would have two main responsibilities. The first responsibility is to help the department develop curricular and co-curricular opportunities for students interested in careers related to policymaking, non-profit work, etc. The second responsibility would be teaching at the undergraduate and graduate level; no preference on specific teaching field. Both candidates in the final phases of their schooling as well as candidates that have completed their schooling will be considered. No paper applications will be accepted unless specifically solicited. Applications should include a CV, statement of interest and names of 3 references. All applications received by November 30, 2021, are guaranteed full consideration.

Duke is committed to encouraging and sustaining work and learning environments that are free from harassment and prohibited discrimination. Duke prohibits discrimination and harassment in the administration of both its employment and educational policies. Duke University is an Affirmative Action/Equal Opportunity Employer committed to providing employment opportunity without regard to an individual’s age, color, disability, genetic information, gender, gender expression, gender identity, national origin, race, religion, sex, sexual orientation, or veteran status. Duke also makes good faith efforts to recruit, hire, and promote qualified women, minorities, individuals with disabilities, and veterans.

Duke University is an Affirmative Action/Equal Opportunity Employer committed to providing employment opportunity without regard to an individual's age, color, disability, gender, gender expression, gender identity, genetic information, national origin, race, religion, sex, sexual orientation, or veteran status.

Duke aspires to create a community built on collaboration, innovation, creativity, and belonging. Our collective success depends on the robust exchange of ideas-an exchange that is best when the rich diversity of our perspectives, backgrounds, and experiences flourishes. To achieve this exchange, it is essential that all members of the community feel secure and welcome, that the contributions of all individuals are respected, and that all voices are heard. All members of our community have a responsibility to uphold these values. ",,,,UNITED STATES North Carolina Durham,A1 - General Economics,2021-11-30 00:00:00,2021-09-01 00:00:00
2021-02,111467718,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Emory University,Emory College of Arts and Sciences,Department of Quantitative Theory and Methods,"economics
operations research
political science
statistics
game theory
decision theory
causal inference
inferential methods
machine learning",Assistant or Associate Professor – Quantitative Methodologist,"The Department of Quantitative Theory and Methods (QTM) at Emory University seeks to hire three faculty members with research in one or more of the following areas: causal inference, data ethics, data science, machine learning, mathematical modeling (including but not limited to formal, computational, and game-theoretic), network analysis, natural language processing, statistics, and applications of these methods to fields such as health, the humanities, the natural sciences, public policy, and the social sciences.   
 
We are open to the academic discipline, which could be computer science, economics, operations research, political science, statistics, or related disciplines. The positions are fully funded 9-month, tenure-track, and open with respect to rank. The teaching load is competitive.   
 
QTM is a new and rapidly growing interdisciplinary department at Emory with faculty from a variety of disciplinary backgrounds including biology, computer science, economics, humanities, public health, operations research, political science, sociology, and statistics. The successful candidate must demonstrate excellence/the promise of excellence in both research, teaching, and mentoring a diverse student body, as well as an interest in contributing to and participating in QTM’s intellectual mission. The candidate should have completed their Ph.D. by August 2022. 

A complete application will consist of a cover letter, a research statement, curriculum vitae, graduate transcript, teaching portfolio, writing sample, and three letters of recommendation. Please submit (along with other materials) a brief statement that reflects upon your experience and vision regarding the teaching and mentorship of students from diverse backgrounds. Review begins October 30, 2021. Applications received by November 30, 2021 will receive full consideration. 
 
To apply for this position, please visit http://apply.interfolio.com/95630 and submit your materials free of charge through Interfolio.

Emory University is an Equal Opportunity/Affirmative Action/Disability/Veteran employer. The Department of Quantitative Theory and Methods, Emory College, and Emory University are all strongly committed to recruiting female and minority candidates. Women, minorities, persons with disabilities and veterans are encouraged to apply.",,,,UNITED STATES Georgia Atlanta,"C0 - General
A1 - General Economics",2021-11-30 00:00:00,2021-10-08 00:00:00
2021-02,111467472,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Georgetown University ,"The Georgetown Environment Initiative, the McDonough School of Business, and the Graduate School of Arts and Sciences",,environmental or ecological economics, Faculty Position in Environmental Economics,"The Georgetown Environment Initiative, the McDonough School of Business, and the Graduate School of Arts and Sciences invite applications for a joint tenure-track faculty position in environmental economics, starting in Fall 2022. This new hire is part of a broader cluster of faculty recruitments complementing existing expertise in the areas of environment and sustainability at Georgetown University.

This position is a tenure-track/tenured position with open rank. Applicants must have or be near completion of a Ph.D. or similar terminal degree in economics or other related field at the time of hire. We seek applicants who have a strong academic background and are dedicated to producing research of excellent quality in the area of environmental or ecological economics. Candidates should also have demonstrated teaching excellence in related topics. Experience in course and/or curriculum development and innovation is expected. 

About the Georgetown Environment Initiative 
The Georgetown Environment Initiative (GEI) is a University-wide effort to advance the multidisciplinary study of the environment and sustainability in relation to society, scientific understanding, sound policy, and the complex challenges we face as stewards of the Earth. The core values of the GEI reflect a commitment to academic excellence, student engagement, Jesuit ideals of service to others, and stewardship for our environment. For more information about the Institute, please visit our website https://environment.georgetown.edu

About the Georgetown University’s McDonough School of Business
Located in Washington, D.C., Georgetown University’s McDonough School of Business offers unparalleled access to the world's business, policy, and thought leaders. The school, which attracts faculty and students from around the world, is committed to providing a transformational educational experience, preparing students to become principled leaders with a global mindset and to be in service to business and society. The school's undergraduate, MBA, Executive MBA, and specialized programs provide solid grounding in all the core management disciplines, with an emphasis on the global, ethical, and political environment of business. For more information about McDonough School of Business, please see https://msb.georgetown.edu/

About the Graduate School of Arts and Sciences
Georgetown's Graduate School of Arts and Sciences brings 200 years in education and formation to building programs that respond to the needs of our changing world. The School  hosts institutes and offers doctoral, master’s and certificate programs using a variety of interdisciplinary tools and perspectives on issues encompassing the humanities, social sciences, health, education, communication, technology and science. For more information about the School, please check https://grad.georgetown.edu 

Application Procedure
All applications should be submitted electronically by Interfolio at  http://apply.interfolio.com/94615. Interested applicants should provide a cover letter, a curriculum vitae, published and working papers, a diversity and inclusion statement, research and teaching statements, as well as the names and contact information for three references. The application deadline (for submitting all application materials, including reference letters) is November 30, 2021 or until the position is filled.

Georgetown University is an Equal Opportunity/Affirmative Action Employer fully dedicated to achieving a diverse faculty and staff.  All qualified applicants are encouraged to apply and will receive consideration for employment without regard to race, color, religion, national origin, age, sex (including pregnancy, gender identity and expression, and sexual orientation), disability status, protected veteran status, or any other characteristic protected by law.
",Competitive,JR11140,,UNITED STATES District of Columbia Washington,Q5 - Environmental Economics,2021-11-30 00:00:00,2021-09-22 00:00:00
2021-02,111467722,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Graduate School of Business, Stanford University","Operations, Information, and Technology",,,"Faculty Positions in Operations, Information, and Technology","The Operations, Information and Technology (OIT) area at the Graduate School of Business, Stanford University, is seeking qualified applicants for full-time, tenure-track positions, starting September 1, 2022.  All ranks and relevant disciplines will be considered.  Applicants are considered in all areas of Operations, Information and Technology (OIT), including the management of service and manufacturing systems, supply and transportation networks, information systems/technology, energy systems, and other systems wherein people interact with technology, markets, and the environment.  Applicants are expected to have rigorous training in management science, operations research, engineering, computer science, economics, and/or statistical modeling methodologies.  Candidates with strong empirical training in economics, behavioral science or computer science are encouraged to apply.  The appointed will be expected to do innovative research in the OIT field, to participate in the school's PhD program, and to teach both required and elective courses in the MBA program.  Junior applicants should have or expect to complete a PhD by September 1, 2022.

Applicants should submit their applications electronically by visiting the web site http://www.gsb.stanford.edu/recruiting and uploading their curriculum vitae, research papers and publications, and teaching evaluations, if applicable, on that site. Applications will be accepted until November 30, 2021.  For an application to be considered complete, the applicant must submit a CV and job market paper and arrange for three letters of recommendation to be submitted before the application deadline of November 30, 2021. 

The Stanford Graduate School of Business will not conduct interviews at the INFORMS meeting in Anaheim, but some OIT faculty members will attend. Hence candidates who will be presenting at INFORMS are encouraged to submit their CV, a research abstract, and any supporting information before October 11, 2021.  

Any questions regarding the application process should be sent by email to Faculty_Recruiter@gsb.stanford.edu. 

Stanford is an equal employment opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Stanford welcomes applications from all who would bring additional dimensions to the University’s research, teaching and clinical missions.
",,,,UNITED STATES California Stanford,00 - 00 - Default: Any Field,2021-11-30 00:00:00,2021-10-13 00:00:00
2021-02,111467375,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Graduate School of Business, Stanford University",Political Economy,,,Faculty Positions in Political Economy,"The Graduate School of Business invites applications for tenure-track positions at all ranks beginning September 1, 2022.  The positions are for scholars of exceptional caliber who will strengthen the political economy group's research and teaching and make a distinctive programmatic contribution to the Graduate School of Business.  The political economy group at the GSB is a collaboration of economists and political scientists. We welcome applications from across political economy broadly construed, both theoretical and empirical, and focusing on developed as well as developing countries. Outstanding research and teaching skills are essential.  Applicants at all ranks will be considered and must have a PhD or expect to complete one before September 1, 2022.

Applicants should submit their applications electronically by visiting the web site http://www.gsb.stanford.edu/recruiting and uploading their curriculum vitae, research papers and publications, and teaching evaluations, if applicable, on that site.  For an application to be considered complete, all applicants must submit a CV, and a job market paper. Applicants for non-tenured positions should arrange for three letters of recommendation to be submitted by November 30, 2021.  Please note that we will be reviewing and considering applications as they come in. For questions regarding the application process, please send an email to Faculty_Recruiter@gsb.stanford.edu. 

Stanford is an equal employment opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Stanford welcomes applications from all who would bring additional dimensions to the University’s research, teaching and clinical missions.
",,,,UNITED STATES California Stanford,00 - 00 - Default: Any Field,2021-11-30 00:00:00,2021-10-19 00:00:00
2021-02,111467059,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Harvard Business School,,Entrepreneurial Management,"Entrepreneurship
Innovation
Economics
Finance",Assistant Professor,"The Entrepreneurial Management Unit of Harvard Business School seeks candidates for full-time tenure-track Assistant Professor positions starting July 2022. Applicants should be new or recent graduates with a strong record in a doctoral program. 

The ideal candidates will conduct research influencing both academics and practitioners. Candidates with formal training in economics, sociology, finance, strategy, management, organization theory, sociology, psychology, strategy, as well as inter-disciplinary candidates, are encouraged to apply. Research interests should include one or more of the following: entrepreneurial leadership and organization; emerging industries and technologies; innovation; or financing ventures and growth. These positions require a commitment to case method teaching.

Applicants with a background in management, organization theory, sociology, psychology, or strategy should submit a complete job packet by 11:59 pm Saturday, October 30, 2021.  These candidates should select the job title option ""Entrepreneurship: Management, Organizations, & Strategy (MOS)"" when choosing a position on the application.  Applicants with a background in economics or finance should submit a complete job packet by 11:59 pm Tuesday, November 30, 2021.  These candidates should select the job title option ""Entrepreneurship: Economics & Finance (ECF)"" when choosing a position on the application. Job packets must contain a cover letter specifying that you are applying for the “EM Unit”, current CV, three letters of reference, publications, job talk paper (identified as such) and any additional papers, description of courses taught, and teaching ratings. 

Recommenders should submit letters online by the respective dates. All application materials should be uploaded by the respective closing dates. To apply, please visit https://www.hbs.edu/faculty/positions/Pages/default.aspx.
________________________________________
Harvard is an Affirmative Action/Equal Opportunity Employer. Applications from women and minority candidates are strongly encouraged. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions or any other characteristic protected by law. 
",,,,UNITED STATES Massachusetts Boston,A - General Economics and Teaching,2021-11-30 00:00:00,2021-09-28 00:00:00
2021-02,111467323,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Loyola Marymount University,,Economics,Macroeconomics,Assistant Professor,"The Department of Economics at Loyola Marymount University invites applications for a tenure-track professor position starting in August 2022. A Ph.D. in Economics is required. Preference will be given to candidates who work in the field of and can teach courses in macroeconomics. Faculty members are expected to achieve excellence in scholarship and teaching and to contribute meaningfully to service. Initial interviews will be conducted virtually at the ASSA meetings in January 2022. 

Loyola Marymount, a Carnegie classified R2 institution in the mainstream of American Catholic higher education, seeks outstanding applicants who value its mission and share its commitment to inclusive excellence, the education of the whole person, and the building of a just society. LMU is an equal opportunity employer committed to providing an environment free from discrimination and harassment. We invite persons of all backgrounds to apply. Please read more at https://resources.lmu.edu/officeofinterculturalaffairs/.

Interested candidates should submit a cover letter, curriculum vitae, one or more research papers, teaching portfolio, research statement, diversity statement, graduate transcript (for new PhDs), and three letters of recommendation. Questions should be sent to the Department Chair, Professor Zaki Eusufzai, at Zaki.Eusufzai@lmu.edu. All materials should be submitted by November 30, 2021, to guarantee full consideration.",,,,UNITED STATES California Los Angeles,"E - Macroeconomics and Monetary Economics
F - International Economics
G - Financial Economics",2021-11-30 00:00:00,2021-08-01 00:00:00
2021-02,111467467,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",New York University,Stern School of Business,Finance,"Finance
Economics",Assistant Professor of Finance,"Position Description
The Department of Finance invites applications for a tenure-track faculty appointment, at the assistant professor level starting in September 2022. 

All areas of finance and economics will be considered.
 
The Stern School of Business is recognized internationally as being among the world's best graduate and undergraduate business schools. Located in the heart of Greenwich Village in New York City, Stern has an internationally diverse faculty and student body. More information on Stern can be found at www.stern.nyu.edu. 

EOE/AA/Minorities/Females/Vet/Disabled/Sexual Orientation/Gender Identity

Qualifications
Candidates should have a PhD, or candidates must have successfully defended their doctoral dissertation prior to appointment, and are expected to be productive researchers and effective teachers at undergraduate, MBA and PhD levels.

Application Instructions
Your online application should be received no later than November 30, 2021. 



",,,,UNITED STATES New York New York,"G0 - General
G - Financial Economics",2021-11-30 00:00:00,2021-10-19 00:00:00
2021-02,111467862,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Saint Mary's College, Notre Dame IN",Business Administration & Economics,Business & Economics,"microeconomics, general economics, environmental economics, health economics, labor economics, business economics, managerial economics, liberal arts, interdisciplinary",Assistant Professor of Economics,"The Division of Business Administration and Economics at Saint Mary’s College invites applications for a tenure-track Assistant Professor of Economics in the area of microeconomics beginning in August 2022. Candidates must hold an earned doctorate by that date (PhD in Economics preferred, ABD considered). We seek candidates who have a passion for undergraduate teaching. We are especially interested in candidates who have demonstrated excellence in teaching Principles of Microeconomics, Principles of Macroeconomics, Intermediate Microeconomics, and other upper level Economics courses. The teaching load is 3-3 over a two-semester academic year.

Saint Mary’s College, with an enrollment of approximately 1500 students, is a Catholic, residential women’s college committed to the liberal arts tradition. Located in South Bend, Indiana, adjacent to the University of Notre Dame, and 90 miles east of Chicago, Saint Mary’s has consistently been ranked among the top 100 liberal arts colleges in the US News and World Report annual surveys. The Division of Business Administration and Economics offers a Bachelor of Business Administration in Accounting, Bachelor of Business Administration in Marketing, and Business Administration (with concentrations in Accounting, Finance, International Business, Management Information Systems and Marketing), and a Bachelor of Arts in Economics.  

",,,,"UNITED STATES Indiana South Bend
UNITED STATES Indiana Notre Dame","A1 - General Economics
D0 - General
M0 - General
J0 - General",2021-11-30 00:00:00,2021-10-07 00:00:00
2021-02,111468093,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Texas Christian University,AddRan College of Liberal Arts,Economics,"Big Data
Race
Gender
Ethnicity",Assistant Professor,"The Department of Economics at Texas Christian University invites applications for a tenure-track Assistant Professor position beginning August 2022, with the expectation that they have completed all Ph.D. requirements by August 2022. Successful candidates will be pursuing a research agenda and teach courses that:

• employ big data analysis (AI techniques, machine learning, or other statistical inference methods)
 
Or

• investigate issues related to the economics of gender, race, or ethnicity or contemporary social movements such as sexuality and culture.

The research expectation is commensurate with 3/2 teaching load. Departmental representatives will conduct virtual interviews.

By November 30, interested individuals should go to https://jobs.tcu.edu/en-us/job/497364/assistant-professor-of-economics and upload 1) a cover letter, 2) CV, 3) job market paper and statement regarding research plans, 4) evidence of effective teaching, and 5) a statement indicating experiences with and contributions to diversity, equity, and inclusion. Three confidential letters of recommendation should be sent to hrtalentacquisition@tcu.edu.

As an AA/EEO employer, TCU recruits, hires, and promotes qualified persons in all job classifications without regard to age, race, color, religion, sex, sexual orientation, gender, gender identity, gender expression, national origin, ethnic origin, disability, genetic information, covered veteran status, or any other basis protected by law.
",,,,UNITED STATES Texas Fort Worth,00 - 00 - Default: Any Field,2021-11-30 00:00:00,2021-09-14 00:00:00
2021-02,111467251,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Vanderbilt University,College of Arts & Science,Economics,"macro-economic history
financial history
capital markets ",Assistant Professor in Capital Markets from a Historical Perspective ,"The Department of Economics at Vanderbilt University invites applications for a tenure-track position in Capital Markets from a Historical Perspective at the Assistant Professor level. Vanderbilt stresses excellence in research and teaching in its doctoral, masters, and undergraduate programs. Preliminary interviews will be conducted via zoom in early January
2022.

Appointment at the Assistant Professor level requires a Ph.D. as of August 16, 2022. Faculty duties include the development of a distinguished and visible program of research, as well as teaching, in macroeconomic and/or financial aspects of economic history.

We will commence reviewing submissions on December 2, 2021, and will schedule interviews in the weeks thereafter.  

Vanderbilt University has a strong institutional commitment to recruiting and retaining an academically and culturally diverse community of faculty. Minorities, women, individuals with disabilities, and members of other underrepresented groups, in particular, are encouraged to apply. Vanderbilt is an Equal Opportunity/Affirmative Action employer.

Submissions should include CV, job market paper, statement of research and teaching interests, a diversity statement, and evidence of teaching effectiveness; you will also need to designate three references at the time of your application. Applications should be submitted via Interfolio here:  http://apply.interfolio.com/92594.
",,,,UNITED STATES Tennessee Nashville,N - Economic History,2021-11-30 00:00:00,2021-10-15 00:00:00
2021-02,111468363,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","California State University, Northridge",David Nazarian College of Business and Economics,Economics,"Industrial Organization
Economic History
Behavioral Economics
Monetary Economics
Open Economy Macroeconomics",Assistant Professor,"
Position:
The department of Economics at California State University, Northridge (CSUN) is seeking two tenure-track faculty members at the rank of Assistant Professor. These two positions will involve teaching undergraduate Business and Economic students and MBA level students. To earn promotion and tenure, faculty are required to engage in research that results in refereed publications and to demonstrate an ongoing commitment to effective teaching and service to the university. Faculty engaged in research and publication are normally provided reassigned time to support their professional activities. At the time of appointment, candidates must meet current AACSB International standards for classification as Scholarly Academic (SA) and must continue to maintain this classification throughout their tenure.

In addition to teaching, the position requires weekly office hours, attending faculty meetings, and service to the department, college, and university. The successful candidate will be held to the standards and requirements of the college and department in which he/she/they is/are housed for recommending tenure and promotion.

CSUN’s Commitment to You:
CSUN is committed to achieving excellence through teaching, scholarship, learning and inclusion. Our values include a respect for all people, building partnerships with the community and the encouragement of innovation, experimentation and creativity. CSUN strives to cultivate a community in which a diverse population can learn and work in an atmosphere of civility and respect. CSUN is especially interested in candidates who make contributions to equity and inclusion in the pursuit of excellence for all members of the university community.

For more information about the University, visit: http://www.csun.edu

About the College:
For more information about the David Nazarian College of Business and Economics, visit: http://www.csun.edu/busecon

About the Department:
For more information about the Department of Economics, see: http://www.csun.edu/economics

Required Qualifications:   
As a Hispanic-serving Institution (HSI), inclusiveness and diversity are integral to CSUN’s commitment to excellence in teaching, research, and engagement. As of Fall 2020, CSUN enrolls ~40,000 students, where 56% are Latinx, 20.8% are White, 9.3% are Asian American, 4.8% are Black/African American, 0.1% are Native American, and 0.1% are Native Hawaiian or Pacific Islander.  The successful candidate will help the Department achieve equitable outcomes for all students through teaching, student mentorship, scholarship, and service.

A successful candidate must meet the following requirements:
•	Hold a Ph.D. in Economics or a related discipline by the time of appointment (Fall 2022)
•	Have research interests in one or more of the following fields: Industrial Organization, Economic History, Behavioral Economics, Monetary Economics, or Open Economy Macroeconomics
•	Have experience teaching undergraduate-level economics classes as an instructor or teaching assistant
•	Demonstrate a commitment to CSUN’s goal of fostering diversity, equity, and inclusion

Preferred Qualifications:
Priority will be given to candidates with:
•	A record of publication and the capacity to develop and sustain a research program that will result in peer-reviewed publications 
•	Evidence of outstanding teaching ability and experience working with a diverse student population

Application Deadline: 
Screening of applications will begin December 1, 2021. Priority will be given to applicants who meet the screening deadline; however, the position will remain open until filled.

How to Apply:
Applicants must submit a letter of application, curriculum vitae, three current letters of recommendation, and evidence of scholarship. In addition, applicants must submit a statement that explains how diversity has influenced their teaching and research. 

In later phases of the search process, applicants may be requested to provide verification of terminal degrees, licenses, and certificates.

At time of appointment, the successful candidate, if not a U.S. citizen, must have authorization from the United States Citizenship and Immigration Services (USCIS) to work in the United States.

Inquiries and applications can be addressed to:
Kent Hymel
Chair, Economics Department Search and Screen Committee
David Nazarian College of Business and Economics
California State University, Northridge
Northridge, CA 91330-8374 (econ.search@csun.edu)

Electronic submission of all application material through the Job Openings for Economics (JOE) portal is preferred.

General Information:
In compliance with the Annual Security Report & Fire Safety Report of Campus Security Policy and Campus Crime Statistics Act, California State University, Northridge has made crime-reporting statistics available on-line here. Print copies are available by request from the Department of Police Services, the Office for Faculty Affairs, and the Office of Equity and Diversity.

The person holding this position may be considered a 'mandated reporter' under the California Child Abuse and Neglect Reporting Act and is required to comply with the requirements set forth in CSU Executive Order 1083 as a condition of employment.

A background check (including a criminal records check) must be completed satisfactorily before any candidate can be offered a position with the CSU. Failure to satisfactorily complete the background check may affect the application status of applicants or continued employment of current CSU employees who apply for the position.
CSU requires faculty, staff, and students who are accessing campus facilities to be immunized against COVID-19 or declare a medical or religious exemption from doing so.  Any candidates advanced in a currently open search process should be prepared to comply with this requirement. To learn more visit our Matadors Forward site: https://www.csun.edu/matadors-forward/faculty-and-staff-fall-guidelines

CSUN is an Equal Opportunity Employer and prohibits discrimination on the basis of race, color, ethnicity, religion, national origin, age, gender, gender identity/expression, sexual orientation, genetic information, medical condition, marital status, veteran status, and disability. Our nondiscrimination policy is set forth in CSU Executive Order 1096. Reasonable accommodations will be provided for applicants with disabilities who self-disclose by contacting the Department of Economics at (818) 677-2462.
",,,,UNITED STATES California Northridge,"N - Economic History
L - Industrial Organization
F4 - Macroeconomic Aspects of International Trade and Finance
E5 - Monetary Policy, Central Banking, and the Supply of Money and Credit
D9 - Micro-Based Behavioral Economics
E7 - Macro-Based Behavioral Economics",2021-12-01 00:00:00,2021-08-25 00:00:00
2021-02,111467127,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Cornell University,,,Applied Economics and Policy,Assistant Professor in Applied Economics and Policy,"Assistant Professor in Applied Economics and Policy
Charles H. Dyson School of Applied Economics and Management
Cornell SC Johnson College of Business
Cornell University

The Cornell SC Johnson College of Business invites applications from qualified individuals for a tenure track faculty position at the rank of assistant professor in one or more of the following areas: agricultural policy, risk and natural resource management, agri-food sector labor issues. The position will be housed in our Applied Economics and Policy area, specializing in Food and Agricultural Economics, with an intended start date of July 1, 2022. The position will be based in Ithaca, NY.

Responsibilities of the position include high-quality academic research to be published in leading food and agricultural economics journals and informing applied research directed at external audiences through extension publications and presentations. The position entails 50% of effort directed to research and 50% toward extension activities. The successful candidate is expected to develop a nationally recognized program that integrates problem-solving research and extension. The research should address some of the myriad of issues facing farms and agri-businesses, including, for example, agricultural policy, financial management, labor management, and agro-environmental issues. The successful candidate is expected to develop and raise external funds to support an extension program with national and/or regional reputation, as appropriate. Opportunities to work closely with Cornell Cooperative Extension educators also exist. A minor teaching appointment may be considered in the case of a candidate with an existing extension program.

The ideal candidate will possess a Ph.D. in agricultural economics, economics, public policy or related field, with a demonstrated research interest in food and agricultural economics.

The Cornell SC Johnson College of Business (established on July 1, 2016) combines three Schools: the
Samuel Curtis Johnson Graduate School of Management (Johnson), the Charles H. Dyson School of Applied Economics and Management (Dyson), and the School of Hotel Administration (Hotel School).

Dyson houses a top-ranked undergraduate business program as well as graduate programs that award Ph.D., M.S. and M.P.S. degrees. Areas of faculty research include management; environmental, energy and resource economics; food and agricultural economics; and international and development economics. Faculty members in the Dyson School frequently collaborate with colleagues in Computer and Information Sciences, Economics, Engineering, Natural Resources, and other units on campus.

To be considered for this position, apply at https://academicjobsonline.org/ajo/jobs/19052

For full consideration please ensure that your application is complete by December 1, 2021. Review of applications will begin immediately and continue until the position has been filled. Applications received after December 1, 2021 will be reviewed if the position has not been filled.

The following materials are required:
•	Letter of interest, with clear indication of position being applied for;
•	Curriculum vitae;
•	Up to three research papers;
•	Three recommendation letters;
•	Statement on Contributions to Diversity;
•	Statement on extension philosophy and description of any prior extension activity; and
•	Any other supporting documents, such as development of extension education materials 

Visit the below website for more information on our required statement on contributions to diversity.
https://facultydevelopment.cornell.edu/department-resources/recruitment/contribution-to-diversity/

Cornell University embraces diversity in all its forms. Diversity and Inclusion are a part of Cornell University's heritage. We're an employer and educator recognized for valuing AA/EEO, Protected Veterans, and Individuals with Disabilities.

Cornell University actively seeks to meet the needs of dual-career couples with its Dual Career program, and is a member of the Upstate New York Higher Education Recruitment Consortium that assists with dual career searches.

Diversity and Inclusion are a part of Cornell University’s heritage. We are a recognized employer and educator valuing AA/EEO, Protected Veterans and Individuals with Disabilities. We also recognize a lawful preference in employment practices for Native Americans living on or near Indian reservations. Cornell University is an innovative Ivy League university and a great place to work. Our inclusive community of scholars, students, and staff impart an uncommon sense of larger purpose, and contribute creative ideas to further the university's mission of teaching, discovery, and engagement.
",,170503,,UNITED STATES New York Ithaca,00 - 00 - Default: Any Field,2021-12-01 00:00:00,2021-10-20 00:00:00
2021-02,111467611,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Lake Forest College,,,,"Assistant Professor of Economics, Business and Finance","Lake Forest College, Lake Forest, IL
 
E0 Macroeconomics and Monetary Economics
F0 International Economics

 
The Department of Economics, Business, and Finance at Lake Forest College anticipates filling one tenure-track position at the assistant professor level beginning fall 2022.  The Economics, Business and Finance faculty believe equity and inclusion are key to fostering diversity, a hallmark of a liberal arts education, and promoting academic excellence. We are actively seeking candidates whose professional and lived experiences strengthen their ability to teach and mentor students of various backgrounds and identities. Successful applicants must be able to teach Intermediate Macroeconomics and International Economics courses. The teaching load is 3-3, though the number of annual course preparations is usually held to four.  A fully funded one-semester research sabbatical is available for tenure-track faculty after successful completion of the third-year review.  Faculty members at Lake Forest College are expected to develop an active research agenda that leads to peer-reviewed publications, and mentoring students in research is desired.  The position requires a Ph.D. in economics (or ABD status with Ph.D. completed by the start date). Research in any economics field and from any theoretical perspective is acceptable.  Interested applicants can learn more about the department at www.lakeforest.edu/academics/programs/economics/. 
 
A highly selective liberal arts college located on Chicago’s North Shore, Lake Forest College enrolls approximately 1,600 students from over 43 states and 73 countries. Lake Forest College is one of the most diverse small colleges in the Midwest with nearly 40% of our student body comprised of domestic minority and international students. At Lake Forest College, the quality of a faculty member’s teaching is the paramount criterion for evaluation. The College also expects peer-reviewed publications and active participation in the College community. Lake Forest College embraces diversity and encourages applications from women, members of historically underrepresented groups, veterans, and individuals with disabilities. 

All completed applications received by December 1 will receive full consideration for an interview. A completed application includes a cover letter that describes your motivation for applying to Lake Forest College, a statement of teaching philosophy that demonstrates alignment with a liberal arts environment dedicated to inclusion and equity, curriculum vitae, original research paper, documentation of teaching experience and evaluations, graduate school transcripts, and three letters of reference sent under separate cover.  Email submission materials with PDF attachments to econsearch@lakeforest.edu.

",,,,UNITED STATES Illinois Lake Forest,"E0 - General
F0 - General",2021-12-01 00:00:00,2021-10-11 00:00:00
